"","lon","lat","LINE"
"82","-73.98171700111492","40.76870133250205","1-2-A-C-B-D"
"83","-73.94908000050052","40.6939793319714","G"
"84","-73.9676369984709","40.76264133219434","4-5-6-6 Express-N-Q-R"
"85","-73.94750633350763","40.633034617344315","2-5"
"86","-73.97476299895135","40.680675334318884","2-3-4"
"87","-73.94792800106947","40.6332513338326","2-5"
"88","-73.94750600040352","40.6328583333864","2-5"
"89","-73.94941600172926","40.65066333377288","2-5"
"90","-73.95047399873106","40.66812833457194","2-5"
"91","-73.9503889993228","40.66980433320399","3-4"
"92","-73.94942299954094","40.695439332414786","G"
"93","-73.93378899753256","40.66902733202899","3-4"
"94","-73.93102884224167","40.66868046959047","3-4"
"95","-73.93545257786515","40.69685193407327","J-Z"
"96","-73.95768699987525","40.71771933363146","L"
"97","-73.94991299999411","40.69996633201096","G"
"98","-73.95234399890721","40.70662733227162","J-M"
"99","-73.95144499803938","40.7137683339522","G-L"
"100","-73.94668799939623","40.70331333418702","J-M"
"101","-73.94223514739384","40.70059523065588","J-M"
"102","-73.95190599950658","40.72547833294185","G"
"103","-73.95092800193129","40.72381033210958","G"
"104","-73.94424800001079","40.71444933421255","L"
"105","-73.94089199996725","40.712035332785035","L"
"106","-73.9319889995685","40.706234334594555","L"
"107","-73.95441499879658","40.73227033388143","G"
"108","-73.92266300147229","40.664932333566156","3-4"
"109","-73.91534499820608","40.6616753335052","3-4"
"110","-73.90249800129047","40.64554533359943","L"
"111","-73.92151692997334","40.67871429673853","A-C"
"112","-73.91376868305329","40.678592624337085","A-C"
"113","-73.92156499991555","40.68906833164427","J-Z"
"114","-73.9172950000136","40.68693333268985","J"
"115","-73.92294800031634","40.69014133240498","J-Z"
"116","-73.90280546701854","40.67569802626433","L"
"117","-73.89958599910177","40.67676933350229","J"
"118","-73.8966689994108","40.67423933226326","A-C"
"119","-73.90467903873439","40.68878759881985","L"
"120","-73.89015300028416","40.67250633415435","A-C"
"121","-73.88328999675845","40.666281332288065","3-4"
"122","-73.88066499711297","40.67400133193887","A-C"
"123","-73.87208699769359","40.675268332463155","A-C-S"
"124","-73.87208599841159","40.67548833401942","A-C-S"
"125","-73.9221190000721","40.70601433381925","L"
"126","-73.91927299967011","40.70415333209876","L"
"127","-73.91795899905247","40.703342331754556","L"
"128","-73.91760599993933","40.70346133227499","L"
"129","-73.92372300153897","40.70724233416858","L"
"130","-73.9219309979568","40.706216333539494","L"
"131","-73.90220800033413","40.70481633220903","M"
"132","-73.89555909937303","40.7061153811849","M"
"133","-73.88270099911361","40.7429453340658","E-M-R"
"134","-73.8458003934579","40.754827896442706","7-7 Express"
"135","-73.84601379262429","40.75423698295849","7-7 Express"
"136","-73.85955372805647","40.729325244709045","E-M-R"
"137","-73.86659543521641","40.691471443383264","J-Z"
"138","-73.84329542847318","40.695268629061566","J-Z"
"139","-73.81641338400604","40.701204446886","E"
"140","-73.9419950195667","40.70062960359589","J-M"
"141","-73.9052643131339","40.69571257204069","L"
"142","-73.9297254888829","40.67948709980834","A-C"
"143","-73.965670010997","40.68835812522105","G"
"144","-73.96788613122749","40.687833512358885","G"
"145","-73.95496904120918","40.68933096383658","G"
"146","-73.95528961373456","40.68955302881855","G"
"147","-73.93072282125708","40.668664701074725","3-4"
"148","-73.96283995927298","40.65145808174842","B-Q"
"149","-73.97699869575096","40.57549884863381","F-Q"
"150","-73.98947403263381","40.669850708349585","D-F-G-N-R"
"151","-73.97615660793947","40.6245281414104","F"
"152","-74.2509668373961","40.51321562805336","@"
"153","-74.24543269040512","40.51538867567504","@"
"154","-73.87657599780526","40.74854733204278","7"
"155","-73.87097300040743","40.73333033172732","E-M-R"
"156","-73.86873299813652","40.73321333308055","E-M-R"
"157","-73.86230299936584","40.74977733348032","7"
"158","-73.85349199970813","40.72659533419672","E-M-R"
"159","-73.84338199924024","40.72149633379517","E-F-M-R"
"160","-73.83132799716377","40.71397033389443","E-F"
"161","-73.83798439668988","40.71902352938854","E-F"
"162","-73.8314850004449","40.714928333423615","E-F"
"163","-73.82990999854457","40.75939033244887","7-7 Express"
"164","-73.8299619987652","40.75971033237781","7-7 Express"
"165","-73.82010000020064","40.708092332517346","E-F"
"166","-73.81719099905892","40.70266133292056","E"
"167","-73.80789400054414","40.700768334128405","E-J-Z"
"168","-73.80949099847594","40.70565033390066","F"
"169","-73.8044910003926","40.70709133377138","F"
"170","-73.8027959971636","40.7075553332315","F"
"171","-73.79491499769279","40.710147332666914","F"
"172","-73.79321299740437","40.71082133209386","F"
"173","-73.79294799611644","40.71094733202058","F"
"174","-73.78450099997391","40.71233533423939","F"
"175","-73.78430399797587","40.71240033196167","F"
"176","-73.78331399901316","40.71290833256529","F"
"177","-73.78265200055206","40.7127763330441","F"
"178","-73.7541728188226","40.60474077773217","A"
"179","-73.82757699925496","40.583085332106755","A-S"
"180","-73.82716600026558","40.58349133416685","A-S"
"181","-73.82029499964389","40.5855713330171","A-S"
"182","-73.79658499936633","40.590840334007666","A"
"183","-73.7961000006358","40.591176333331646","A"
"184","-73.78914999938368","40.592231333730325","A"
"185","-73.77616499818905","40.59282633167988","A"
"186","-73.77604699737029","40.59309233555518","A"
"187","-73.76788499761568","40.59541233222572","A"
"188","-73.89958599910177","40.67676933350229","J"
"189","-73.89917839374357","40.651420852177374","L"
"190","-74.00280399973542","40.739734332064046","A-C-E-L"
"191","-74.00265499859174","40.73994933238215","A-C-E-L"
"192","-74.00225599860114","40.739776334202176","A-C-E-L"
"193","-74.00176200187924","40.740419333338856","A-C-E-L"
"194","-74.00140199966894","40.740944332239174","A-C-E-L"
"195","-74.00130799968929","40.74105733212918","A-C-E-L"
"196","-74.0075620007281","40.71020733187347","2-3-4-5-A-C-J-Z"
"197","-73.99877099960112","40.74527833406074","A-C-E"
"198","-73.9986420009571","40.74550533419756","A-C-E"
"199","-73.99722000022163","40.73742333473165","1-2-3-L-F-M"
"200","-73.99711099918014","40.73757233368856","1-2-3-L-F-M"
"201","-73.99670399878663","40.73719733436228","1-2-3-L-F-M"
"202","-73.99657800158741","40.737149332617854","1-2-3-L-F-M"
"203","-73.99643700059151","40.73728633350565","1-2-3-L-F-M"
"204","-73.99568500126198","40.7385293338045","1-2-3-L-F-M"
"205","-73.99017299900027","40.734474334684464","4-5-6-6 Express-L-N-Q-R"
"206","-73.99127699905243","40.7348913318472","4-5-6-6 Express-L-N-Q-R"
"207","-73.99028299841088","40.735344334500645","4-5-6-6 Express-L-N-Q-R"
"208","-73.99044699855206","40.7365233318223","4-5-6-6 Express-L-N-Q-R"
"209","-73.99803500063747","40.74120633285683","1-2"
"210","-73.99769799876596","40.740920334529264","1-2"
"211","-73.99755699899661","40.741783333492364","1-2"
"212","-73.99719699972003","40.74161733318852","1-2"
"213","-73.99814500173918","40.74529933406952","A-C-E"
"214","-73.99814499991251","40.746110332904976","A-C-E"
"215","-73.99780100062048","40.74660333304583","A-C-E"
"216","-74.00835699967573","40.714200331567845","2-3-A-C-E"
"217","-74.00676000165208","40.71343733268769","N-R"
"218","-73.9977109996864","40.746732332153954","A-C-E"
"219","-73.99714200051643","40.7464833344919","A-C-E"
"220","-73.9956080015643","40.743910333969666","1-2"
"221","-73.99581100057392","40.74431333307516","1-2"
"222","-73.99534799900128","40.74412033241566","1-2"
"223","-73.99309900177428","40.743121333706895","F-M"
"224","-73.99424300103728","40.75156133439031","A-C-E"
"225","-73.99361100056807","40.74726433263882","1-2"
"226","-73.9931209994841","40.747216334341914","1-2"
"227","-73.99125399941548","40.75047633369315","1-2-3"
"228","-73.99048099852789","40.750810333718945","1-2-3"
"229","-73.99388699825342","40.7512913338266","A-C-E"
"230","-73.99410700084195","40.75167733374009","A-C-E"
"231","-73.99335199859152","40.752020334237834","A-C-E"
"232","-73.99367899939939","40.75242733242324","A-C-E"
"233","-73.99310900083404","40.75216133417426","A-C-E"
"234","-73.99318799778126","40.753032334972936","A-C-E"
"235","-73.9925960017387","40.75276633169163","A-C-E"
"236","-73.99079099811425","40.751187333053664","1-2-3"
"237","-73.99049200141643","40.75593033509672","1-2-3-7-7 Express-S-A-C-E-N-Q-R"
"238","-73.98954700160037","40.73420633293512","4-5-6-6 Express-L-N-Q-R"
"239","-73.98665699952912","40.73296133315086","L"
"240","-73.98693100116846","40.73327733241512","L"
"241","-73.98262500183085","40.73105033359967","L"
"242","-73.98256300038386","40.731118333895935","L"
"243","-73.98211200205208","40.73139733493346","L"
"244","-73.98963200002481","40.74075833426146","N-R"
"245","-73.98963900024663","40.74127133477862","N-R"
"246","-74.00945299912433","40.71544433188584","1-2-3"
"247","-74.00921100107908","40.71534933374139","1-2-3"
"248","-74.00903100035734","40.71557633352443","1-2-3"
"249","-74.00816199935295","40.714873334479","2-3-A-C-E"
"250","-74.00790300058148","40.71477733183442","2-3-A-C-E"
"251","-74.00773900117993","40.71499233199675","2-3-A-C-E"
"252","-74.00712099911844","40.71896533227628","1"
"253","-74.00667500019637","40.71900133274834","1"
"254","-74.00662000182307","40.7199183319765","1"
"255","-74.00662000117107","40.72293233191116","1"
"256","-73.98940399913259","40.74197933244523","N-R"
"257","-73.9890829976029","40.74108033425886","N-R"
"258","-73.98889499742994","40.741378332766864","N-R"
"259","-73.9889889991758","40.74153933253992","N-R"
"260","-73.9866010015298","40.74009733256944","4-6-6 Express"
"261","-73.98661699970192","40.74018033353675","4-6-6 Express"
"262","-73.98623300097529","40.74000833431777","4-6-6 Express"
"263","-73.9890099998999","40.74548833244827","N-R"
"264","-73.98848599937949","40.74509333396839","N-R"
"265","-73.98600600039508","40.74018033498224","4-6-6 Express"
"266","-73.98440899802894","40.74339433378107","4-6-6 Express"
"267","-73.98428000238668","40.74348433349416","4-6-6 Express"
"268","-73.98389600015412","40.74316733317544","4-6-6 Express"
"269","-73.98385699922207","40.7433043315516","4-6-6 Express"
"270","-73.98253099937597","40.74572333423049","4-6-6 Express"
"271","-73.98219800090104","40.74558533479224","4-6-6 Express"
"272","-73.98166300023647","40.746263332957504","4-6-6 Express"
"273","-73.98153299877096","40.746550332503666","4-6-6 Express"
"274","-73.9887051375491","40.748747211899094","B-D-F-M-N-Q-R"
"275","-73.98811299747757","40.75007633227841","B-D-F-M-N-Q-R"
"276","-73.98804499886009","40.748361332722155","B-D-F-M-N-Q-R"
"277","-73.98735099964003","40.75064233344667","B-D-F-M-N-Q-R"
"278","-73.98782699883756","40.754568332905485","1-2-3-7-7 Express-S-A-C-E-N-Q-R"
"279","-73.98662300211957","40.75430133295249","1-2-3-7-7 Express-S-A-C-E-N-Q-R"
"280","-73.98508399907118","40.753709332683876","7-7 Express-B-D-F-M"
"281","-73.98489199843287","40.75340833265748","7-7 Express-B-D-F-M"
"282","-74.01311700150424","40.70201933328759","N-R"
"283","-74.01450900195363","40.704157332810105","4-5"
"284","-74.01457200010785","40.70482533148995","4-5"
"285","-74.01328400079315","40.70401533147374","N-R"
"286","-74.0135539995166","40.70463433334399","4-5"
"287","-74.01300199916565","40.70412333249192","N-R"
"288","-74.01154000034072","40.7057723342354","J-Z"
"289","-74.01128699963394","40.705828332617436","J-Z"
"290","-74.01429899958129","40.7065123344541","1"
"291","-74.01411400012596","40.70655333369836","1"
"292","-74.0138669991328","40.70755833422546","1"
"293","-74.01326699952585","40.70751333295881","N-R"
"294","-74.01311800065332","40.7077213344071","N-R"
"295","-74.01292399956111","40.707647332420976","N-R"
"296","-74.01286200145825","40.70806333359449","N-R"
"297","-74.01270399876682","40.708009333975234","N-R"
"298","-74.01360299826662","40.70816133218132","1"
"299","-74.01216100019847","40.70731533266479","4-5"
"300","-74.01192701217697","40.707577311337815","4-5"
"301","-74.01199699882218","40.707190333399716","4-5"
"302","-74.01184799885795","40.707446333903725","4-5"
"303","-74.01127399969305","40.70637933169944","J-Z"
"304","-74.01112800071259","40.70614233304806","J-Z"
"305","-74.01068899958614","40.70690133254501","J-Z"
"306","-74.01119800178408","40.71020133482054","N-R"
"307","-74.01106599816931","40.71043533325965","N-R"
"308","-74.01064399894094","40.711065333886026","N-R"
"309","-74.01048899982149","40.706931331342346","J-Z"
"310","-74.00965800078511","40.70638533361831","2-3"
"311","-74.00944700113091","40.70627233238546","2-3"
"312","-74.00954400036744","40.706506332033584","2-3"
"313","-74.00877800050995","40.70743133158965","2-3"
"314","-74.0076479984132","40.71010633317294","2-3-4-5-A-C-J-Z"
"315","-74.00969599913992","40.7104543319046","2-3-4-5-A-C-J-Z"
"316","-74.01020400096616","40.711710332591856","2-3-A-C-E"
"317","-74.00942200199903","40.710168334660864","2-3-4-5-A-C-J-Z"
"318","-74.00926600221945","40.710913332750486","2-3-4-5-A-C-J-Z"
"319","-74.01030600121183","40.71225833511379","2-3-A-C-E"
"320","-74.00924500076478","40.71303633408338","2-3-A-C-E"
"321","-74.00951100278516","40.71328633302581","2-3-A-C-E"
"322","-74.00903300069416","40.71333333401827","2-3-A-C-E"
"323","-74.00895999883755","40.71394933311108","2-3-A-C-E"
"324","-74.00039999905357","40.73719733347973","1-2-3-L-F-M"
"325","-74.00032899936974","40.73801333240411","1-2-3-L-F-M"
"326","-73.99991400187947","40.73848433188827","1-2-3-L-F-M"
"327","-73.99965599929789","40.73835833437164","1-2-3-L-F-M"
"328","-73.94193509490108","40.754255381101494","F"
"329","-73.9645553265429","40.68282619698893","A-C"
"330","-73.98421600194636","40.688396332996575","A-C-G"
"331","-73.9969120004673","40.72211633228835","4-6-6 Express"
"332","-73.97529400010626","40.75180133200574","4-5-6-6 Express-7-7 Express-S"
"333","-73.99324399810136","40.75287733387367","A-C-E"
"334","-73.98744207528698","40.69296784180015","A-C-F"
"335","-73.95443199933749","40.73031033218001","G"
"336","-73.90788799869827","40.70280133424807","M"
"337","-73.97507769898257","40.75085087814938","4-5-6-6 Express-7-7 Express-S"
"338","-74.22954798751282","40.51960144448874","@"
"339","-74.22891198744568","40.51976615766661","@"
"340","-74.22867964420347","40.51967127900659","@"
"341","-74.21681223195147","40.52248948401071","@"
"342","-74.20066738324562","40.525105174108205","@"
"343","-74.17843705768523","40.54055390739186","@"
"344","-74.16521432363767","40.544388119342955","@"
"345","-74.16504799396364","40.54420838045056","@"
"346","-74.15149039643744","40.551045162452226","@"
"347","-74.17746136211117","40.54064064270105","@"
"348","-74.13746844656455","40.55599897260452","@"
"349","-74.12605866912021","40.56516899327659","@"
"350","-74.12687588407292","40.564657048641244","@"
"351","-74.11763619710403","40.573289477762195","@"
"352","-74.10909547420847","40.57944093363798","@"
"353","-74.10974678432869","40.57905848401777","@"
"354","-74.1027923592224","40.58406245330849","@"
"355","-74.09636903041522","40.58852075114477","@"
"356","-74.09664097479104","40.58861597906009","@"
"357","-74.09610963651922","40.588656005320914","@"
"358","-74.08756358797926","40.59608404650297","@"
"359","-74.08361004737709","40.60364672374814","@"
"360","-74.0716915978877","40.6215936958299","@"
"361","-74.07514057575537","40.62776347540416","@"
"362","-74.07501783878428","40.637632590042834","@"
"363","-73.97933299978706","40.643215332764356","F"
"364","-73.95475099806661","40.73221633405382","G"
"365","-73.9949950002359","40.63603033347818","D"
"366","-73.8962320513599","40.70595495446358","M"
"367","-73.9110630008389","40.68346733449649","J-Z"
"368","-73.95995400102264","40.77377933383242","4-6-6 Express"
"369","-73.90412800151032","40.81236633150729","6"
"370","-73.99030083105937","40.692307636364816","2-3-4-5-N-R"
"371","-73.82859999952892","40.75985133422084","7-7 Express"
"372","-73.90297408232357","40.69515414286106","L"
"373","-73.89735200147229","40.86134533151059","B-D"
"374","-73.98365700147019","40.75483233367388","7-7 Express-B-D-F-M"
"375","-73.98645200055947","40.74041933190063","4-6-6 Express"
"376","-73.93967100141067","40.75083533377491","7-7 Express-N-Q"
"377","-73.98297099869396","40.76694333264791","1-2-A-C-B-D"
"378","-73.95898896795964","40.708913895008564","J-M-Z"
"379","-74.00062923052792","40.614166705406376","D"
"380","-73.90910200089908","40.66271233261046","3-4"
"381","-73.9296060005938","40.855382332603874","1"
"382","-74.00098399880791","40.61282333308499","D"
"383","-73.98462700091271","40.754849333879854","7-7 Express-B-D-F-M"
"384","-73.99961499977677","40.73325933189584","A-C-E-B-D-F-M"
"385","-73.94388700180485","40.825542333582966","A-C-B-D"
"386","-73.92717199991742","40.86574433371373","A"
"387","-73.94427100020707","40.71468733301527","L"
"388","-73.92284199925085","40.66514733492898","3-4"
"389","-73.96396799872672","40.64127933425659","B-Q"
"390","-73.8288109992166","40.75979433447895","7-7 Express"
"391","-73.9778499995546","40.635441333651535","F"
"392","-73.95085376336989","40.71419865862419","G-L"
"393","-73.84251200093959","40.68057333229845","A-S"
"394","-73.96674715214536","40.683629192159906","A-C"
"395","-74.02550719871913","40.63030318735973","R"
"396","-73.97848700133949","40.75271733258587","4-5-6-6 Express-7-7 Express-S"
"397","-73.94819699813512","40.639887333890115","2-5"
"398","-73.85771599898872","40.67959433308116","A-S"
"399","-73.93216023924523","40.67925588336398","A-C"
"400","-73.97385799979625","40.759721332772656","E-M"
"401","-73.9493908695775","40.68024500477771","A-C"
"402","-73.85590099873104","40.75140933180388","7"
"403","-73.86950699814543","40.73360233237716","E-M-R"
"404","-74.00863199974935","40.71055533312498","2-3-4-5-A-C-J-Z"
"405","-73.9561759996371","40.71702233421327","L"
"406","-73.96781557906596","40.76302008477026","4-5-6-6 Express-N-Q-R"
"407","-73.97887299904411","40.66576033265376","F"
"408","-73.97246699880432","40.76531333443158","N-Q-R"
"409","-73.96767999977118","40.576161332887885","B-Q"
"410","-73.92651300122004","40.69785533254348","M"
"411","-73.94942400161808","40.650949332703036","2-5"
"412","-73.94013700110527","40.83593633401116","A-C"
"413","-73.98666199958981","40.7619683341239","A-C-E"
"414","-73.93968199980638","40.70778733407728","L"
"415","-73.9903230003753","40.75102033385896","1-2-3"
"416","-73.98594100184945","40.689085331562936","A-C-G"
"417","-73.94731835815526","40.631735387603364","2-5"
"418","-73.78303299734942","40.712683334095836","F"
"419","-73.99848999861335","40.620293332581795","D"
"420","-73.93366583700684","40.70607378609539","L"
"421","-73.98214699937085","40.7464473337695","4-6-6 Express"
"422","-73.9906542983563","40.69238284441714","2-3-4-5-N-R"
"423","-74.00802200013175","40.710241332985746","2-3-4-5-A-C-J-Z"
"424","-73.99924100057758","40.618935332176406","D"
"425","-73.96394999909225","40.767681334741276","4-6-6 Express"
"426","-73.82692799849977","40.685678332264686","A-S"
"427","-73.99172149654179","40.74979037351276","1-2-3"
"428","-74.00699899953611","40.70863033416671","2-3-4-5-A-C-J-Z"
"429","-73.85259500021589","40.69366333396151","J-Z"
"430","-73.9765236040468","40.626082015825645","F"
"431","-73.98021846669654","40.76050264250637","B-D-F-M"
"432","-73.88098500097031","40.742069210837684","E-M-R"
"433","-73.91099904743731","40.69980717952472","L-M"
"434","-73.79455299714931","40.7098803344189","F"
"435","-73.99415800081732","40.64038433232545","D"
"436","-74.0096649981071","40.710418334007585","2-3-4-5-A-C-J-Z"
"437","-73.9871340012945","40.739501332334406","4-6-6 Express"
"438","-73.98059400174726","40.75930133181267","B-D-F-M"
"439","-73.97422800033715","40.76459933229127","N-Q-R"
"440","-73.97549800103558","40.681045332400714","2-3-4"
"441","-73.95772000127828","40.70850533293423","J-M-Z"
"442","-73.97109799934562","40.75781133347116","4-6-6 Express-E-M"
"443","-73.97891700058061","40.75283033297876","4-5-6-6 Express-7-7 Express-S"
"444","-73.98751141546286","40.74982821995351","B-D-F-M-N-Q-R"
"445","-73.98166499913712","40.667113333714504","F"
"446","-73.97953700074578","40.75308733406361","4-5-6-6 Express-7-7 Express-S"
"447","-73.91571990256669","40.68605442847009","J"
"448","-73.99880299778562","40.620370333405994","D"
"449","-73.95001299898722","40.657197333787394","2-5"
"450","-73.99262239451667","40.69422222150884","2-3-4-5-N-R"
"451","-73.95980936376556","40.688785308641535","G"
"452","-73.87332899778279","40.6894543323519","J"
"453","-73.9764634107847","40.628665645967224","F"
"454","-73.95813500057452","40.708351334062016","J-M-Z"
"455","-73.9944700007551","40.641170333195475","D"
"456","-73.980116998195","40.75995333367643","B-D-F-M"
"457","-73.90379291464397","40.69521419500621","L"
"458","-74.0041750007344","40.65430133362265","D-N-R"
"459","-73.95071700136782","40.723905333723025","G"
"460","-73.98713699847181","40.750329334509175","B-D-F-M-N-Q-R"
"461","-73.98699100022516","40.7504193316281","B-D-F-M-N-Q-R"
"462","-73.98806699936645","40.75469133379396","1-2-3-7-7 Express-S-A-C-E-N-Q-R"
"463","-73.98668000194873","40.75417233397797","1-2-3-7-7 Express-S-A-C-E-N-Q-R"
"464","-73.98525900036029","40.75347333226498","7-7 Express-B-D-F-M"
"465","-74.01258800208448","40.70193833315446","N-R"
"466","-74.01308100010944","40.702126333636976","N-R"
"467","-74.01445400087002","40.70479533317614","4-5"
"468","-74.01329300127335","40.70409633497571","N-R"
"469","-74.01263199901294","40.70209233207648","N-R"
"470","-74.01147399985578","40.70602033271579","J-Z"
"471","-74.01408490539114","40.70666157924534","1"
"472","-74.01342599883253","40.70730633188052","N-R"
"473","-74.01296799970602","40.70790933264975","N-R"
"474","-74.01277399830795","40.70790233248656","N-R"
"475","-74.01344499793386","40.708107333579505","1"
"476","-74.01185431430876","40.70767114919515","4-5"
"477","-74.01206700045852","40.70742833335814","4-5"
"478","-74.01173100104243","40.70757733148036","4-5"
"479","-74.01088200163512","40.70701233458285","J-Z"
"480","-74.01080200026577","40.707108335005124","J-Z"
"481","-74.01076700096843","40.71087133451745","N-R"
"482","-74.01182500226878","40.71255033234768","1"
"483","-74.00981445348484","40.708027273846106","J-Z"
"484","-74.00933199836655","40.706392332582794","2-3"
"485","-74.00829499818661","40.70950733386628","2-3-4-5-A-C-J-Z"
"486","-74.00659100088242","40.70957033231289","2-3-4-5-A-C-J-Z"
"487","-74.01016500044878","40.71179333182713","2-3-A-C-E"
"488","-74.00949300012229","40.710555334553305","2-3-4-5-A-C-J-Z"
"489","-74.00921900128778","40.71103833350952","2-3-4-5-A-C-J-Z"
"490","-74.00989100085603","40.71268133391917","2-3-A-C-E"
"491","-74.00929199951004","40.713435333613205","2-3-A-C-E"
"492","-74.009046000701","40.7137533338483","2-3-A-C-E"
"493","-74.00081499957507","40.73738833397649","1-2-3-L-F-M"
"494","-73.99992999944617","40.737846334072856","1-2-3-L-F-M"
"495","-73.99971099759154","40.738775333605766","1-2-3-L-F-M"
"496","-73.94970701284203","40.680285257847636","A-C"
"497","-73.91088900152428","40.678140333745255","A-C"
"498","-73.88834499880544","40.66547633378573","3-4"
"499","-73.85566199723063","40.75148333299212","7"
"500","-73.9724399858864","40.75669168464179","4-6-6 Express-E-M"
"501","-73.99395500089797","40.7467873326547","1-2"
"502","-73.83270199762214","40.6839603334025","A-S"
"503","-73.9679379987272","40.57647633325409","B-Q"
"504","-74.23890290905244","40.517614987092955","@"
"505","-74.22952189507994","40.51951069496647","@"
"506","-74.2166168955296","40.52279555247251","@"
"507","-74.20081488231371","40.52535310637307","@"
"508","-74.17870202847573","40.54023871620265","@"
"509","-74.15064001792413","40.55160027705963","@"
"510","-74.1923129745576","40.53320361744727","@"
"511","-74.13629802224524","40.556853663622874","@"
"512","-74.12629559146829","40.56533753111365","@"
"513","-74.11662824601991","40.57395637796498","@"
"514","-74.10957556566589","40.57892477484412","@"
"515","-74.10268690233093","40.58399735863658","@"
"516","-74.09566269058713","40.58898116458699","@"
"517","-74.08783392950232","40.5961094485062","@"
"518","-74.07188129631724","40.62183338419153","@"
